CustID,Week,Calls,Minutes,Amt
1012,5,70,840,159.6
1012,6,56,448,22.4
1012,7,119,952,57.12
1012,8,63,252,65.52
1012,9,56,560,156.8
1012,10,28,112,5.6
1012,11,35,280,33.6
1012,12,112,784,133.28
1012,13,140,140,36.4
1012,14,63,630,75.6
1012,15,154,1386,83.16
1012,16,63,252,22.68
1012,17,42,252,15.12
1012,18,147,147,22.05
1012,19,63,567,96.39
1012,20,161,1449,202.86
1012,21,196,784,78.4
1012,22,140,1260,100.8
1012,23,161,1610,386.4
1012,24,49,49,2.45
1013,1,63,945,189
1013,2,56,112,14.56
1013,3,112,112,19.04
1013,4,175,1225,306.25
1013,5,28,28,6.44
1013,6,63,189,22.68
1013,7,56,448,125.44
1013,8,35,455,22.75
1013,9,42,168,10.08
1013,10,140,140,7
1013,11,168,1512,438.48
1013,12,154,616,49.28
1013,13,189,2079,582.12
1013,14,42,630,182.7
1013,15,161,1610,305.9
1013,16,63,126,28.98
1013,17,42,546,38.22
1013,18,189,1701,374.22
1013,19,63,441,22.05
1013,20,77,539,64.68
1013,21,91,182,18.2
1013,22,63,441,66.15
1013,23,98,196,25.48
1013,24,14,112,22.4
1014,1,56,336,60.48
1014,2,70,630,37.8
1014,3,154,1232,197.12
1014,4,14,210,25.2
1014,5,42,210,31.5
1014,6,56,392,86.24
1014,7,42,546,136.5
1014,8,168,168,16.8
1014,9,112,1120,257.6
1014,10,189,1701,187.11
1014,11,63,630,138.6
1014,12,161,1610,241.5
1014,13,70,1050,241.5
1014,14,42,378,109.62
1014,15,77,385,19.25
1014,16,63,819,180.18
1014,17,21,210,54.6
1014,18,203,1421,99.47
1014,19,56,560,84
1014,20,147,1470,205.8
1014,21,7,105,13.65
1014,22,35,350,98
1014,23,161,644,64.4
1014,24,63,819,65.52
1015,1,56,392,47.04
1015,2,56,56,5.04
1015,3,161,1610,257.6
1015,4,56,168,20.16
1015,5,14,140,19.6
1015,6,63,315,31.5
1015,7,112,336,47.04
1015,8,63,126,27.72
1015,9,154,1540,338.8
1015,10,70,490,58.8
1015,11,105,1050,231
1015,12,77,1078,97.02
1015,13,84,756,136.08
1015,14,21,210,12.6
1015,15,147,1323,383.67
1015,16,56,560,151.2
1015,17,21,21,1.47
1015,18,168,1680,235.2
1015,19,56,504,151.2
1015,20,147,441,92.61
1015,21,21,147,38.22
1015,22,105,315,25.2
1015,23,77,616,36.96
1015,24,56,280,36.4
1016,1,63,315,34.65
1016,2,21,294,49.98
1016,3,77,616,98.56
1016,4,28,224,29.12
1016,5,35,280,25.2
1016,6,70,630,107.1
1016,7,154,462,92.4
1016,8,105,630,151.2
1016,9,161,1610,402.5
1016,10,84,84,24.36
1016,11,105,1470,191.1
1016,12,147,1470,338.1
1016,13,147,1029,308.7
1016,14,21,189,37.8
1016,15,147,2058,308.7
1016,16,56,56,9.52
1016,17,63,504,80.64
1016,18,161,1449,347.76
1016,19,56,280,81.2
1016,20,126,378,56.7
1016,21,154,1078,312.62
1016,22,133,399,103.74
1016,23,175,350,63
1016,24,49,196,58.8
1017,1,56,784,54.88
1017,2,21,63,13.23
1017,3,147,147,41.16
1017,4,154,1386,221.76
1017,5,42,336,40.32
1017,6,63,819,57.33
1017,7,161,966,280.14
1017,8,105,1155,311.85
1017,9,77,770,207.9
1017,10,147,1176,188.16
1017,11,126,252,22.68
1017,12,147,1470,352.8
1017,13,77,770,46.2
1017,14,63,882,176.4
1017,15,126,378,86.94
1017,16,56,560,156.8
1017,17,49,245,53.9
1017,18,154,770,69.3
1017,19,63,252,17.64
1017,20,140,560,67.2
1017,21,175,875,262.5
1017,22,56,224,22.4
1017,23,63,567,153.09
1017,24,28,168,38.64
1018,1,70,210,12.6
1018,2,14,126,37.8
1018,3,147,294,44.1
1018,4,112,1680,252
1018,5,70,420,46.2
1018,6,63,630,63
1018,7,77,847,93.17
1018,8,126,1386,221.76
1018,9,147,147,36.75
1018,10,77,924,147.84
1018,11,56,560,145.6
1018,12,126,1260,63
1018,13,182,546,70.98
1018,14,49,147,35.28
1018,15,140,1260,365.4
1018,16,63,315,53.55
1018,17,28,28,3.36
1018,18,196,784,235.2
1018,19,56,504,115.92
1018,20,161,805,80.5
1018,21,14,210,37.8
1018,22,133,266,23.94
1018,23,35,105,7.35
1018,24,7,49,3.92
1019,1,70,630,163.8
1019,2,70,140,23.8
1019,3,126,504,120.96
1019,4,49,735,161.7
1019,5,56,168,43.68
1019,6,63,441,97.02
1019,7,147,1617,145.53
1019,8,56,112,24.64
1019,9,147,588,29.4
1019,10,182,1820,364
1019,11,84,336,33.6
1019,12,140,1260,264.6
1019,13,42,126,13.86
1019,14,28,252,42.84
1019,15,161,483,82.11
1019,16,56,56,7.84
1019,17,35,105,23.1
1019,18,175,1575,283.5
1019,19,56,504,55.44
1019,20,35,350,35
1019,21,154,1078,194.04
1019,22,112,1120,257.6
1019,23,168,1344,362.88
1019,24,35,315,47.25
1020,1,63,504,120.96
1020,2,70,1050,315
1020,3,140,1960,313.6
1020,4,126,504,35.28
1020,5,7,21,5.88
1020,6,56,616,141.68
1020,7,147,1470,249.9
1020,8,84,756,120.96
1020,9,126,1008,110.88
1020,10,42,84,15.96
1020,11,175,1225,306.25
1020,12,161,1449,231.84
1020,13,70,280,25.2
1020,14,35,105,19.95
1020,15,35,525,73.5
1020,16,56,168,16.8
1020,17,70,70,10.5
1020,18,168,1512,287.28
1020,19,70,280,56
1020,20,133,665,192.85
1020,21,84,420,29.4
1020,22,161,1127,123.97
1020,23,63,441,79.38
1020,24,28,420,92.4
1021,1,63,945,47.25
1021,2,21,84,10.08
1021,3,161,2254,315.56
1021,4,14,210,10.5
1021,5,14,140,28
1021,6,56,448,85.12
1021,7,126,504,85.68
1021,8,175,2100,252
1021,9,140,1400,364
1021,10,70,560,84
1021,11,140,1120,324.8
1021,12,35,70,18.2
1021,13,133,399,107.73
1021,14,70,1050,283.5
1021,15,133,931,111.72
1021,16,70,70,16.1
1021,17,35,210,35.7
1021,18,126,504,70.56
1021,19,56,280,61.6
1021,20,168,2184,655.2
1021,21,7,14,2.1
1021,22,35,455,91
1021,23,105,315,56.7
1021,24,21,147,8.82
1022,1,70,280,36.4
1022,2,56,840,193.2
1022,3,35,490,93.1
1022,4,70,910,100.1
1022,5,70,350,28
1022,6,56,280,50.4
1022,7,140,1680,84
1022,8,140,420,126
1022,9,161,1288,296.24
1022,10,133,665,179.55
1022,11,147,294,52.92
1022,12,133,931,260.68
1022,13,98,980,127.4
1022,14,35,140,33.6
1022,15,168,1176,246.96
1022,16,56,336,87.36
1022,17,35,35,7
1022,18,154,770,184.8
1022,19,63,630,69.3
1022,20,70,490,142.1
1022,21,35,350,73.5
1022,22,119,357,60.69
1022,23,105,420,63
1022,24,49,49,7.35
1023,1,56,840,42
1023,2,70,630,94.5
1023,3,133,1596,367.08
1023,4,91,91,27.3
1023,5,35,245,34.3
1023,6,63,630,63
1023,7,161,161,27.37
1023,8,147,1470,338.1
1023,9,35,525,147
1023,10,98,98,24.5
1023,11,91,728,131.04
1023,12,168,336,70.56
1023,13,70,280,70
1023,14,35,525,42
1023,15,70,210,12.6
1023,16,63,567,73.71
1023,17,14,126,8.82
1023,18,182,1820,218.4
1023,19,70,630,132.3
1023,20,42,630,182.7
1023,21,119,476,138.04
1023,22,35,525,26.25
1023,23,126,1134,238.14
1023,24,70,350,77
1024,1,70,420,67.2
1024,2,28,308,77
1024,3,168,840,201.6
1024,4,140,420,121.8
1024,5,49,98,8.82
1024,6,56,784,47.04
1024,7,35,350,84
1024,8,91,1274,101.92
1024,9,133,1064,202.16
1024,10,70,140,7
1024,11,119,238,40.46
1024,12,70,280,78.4
1024,13,126,1638,442.26
1024,14,14,112,21.28
1024,15,42,462,27.72
1024,16,70,630,44.1
1024,17,42,546,109.2
1024,18,168,1512,166.32
1024,19,63,441,132.3
1024,20,175,875,78.75
1024,21,56,840,134.4
1024,22,105,1575,173.25
1024,23,56,728,174.72
1024,24,7,56,14.56
1025,1,56,616,172.48
1025,2,14,140,14
1025,3,70,350,73.5
1025,4,7,42,8.4
1025,5,21,84,16.8
1025,6,56,56,15.12
1025,7,133,1862,186.2
1025,8,119,595,136.85
1025,9,168,840,151.2
1025,10,126,1386,124.74
1025,11,77,308,24.64
1025,12,42,378,64.26
1025,13,42,42,7.56
1025,14,42,462,83.16
1025,15,175,1225,122.5
1025,16,63,819,147.42
1025,17,21,105,31.5
1025,18,105,735,183.75
1025,19,56,560,56
1025,20,154,1232,369.6
1025,21,161,161,9.66
1025,22,154,308,33.88
1025,23,84,840,134.4
1025,24,35,280,47.6
1026,1,56,448,49.28
1026,2,14,56,15.68
1026,3,42,630,88.2
1026,4,63,63,15.12
1026,5,70,980,147
1026,6,70,420,25.2
1026,7,168,840,134.4
1026,8,77,539,113.19
1026,9,70,910,218.4
1026,10,42,126,32.76
1026,11,126,1134,272.16
1026,12,175,350,56
1026,13,84,1260,113.4
1026,14,21,168,47.04
1026,15,154,616,129.36
1026,16,56,280,70
1026,17,70,1050,115.5
1026,18,133,1330,359.1
1026,19,70,420,75.6
1026,20,42,630,119.7
1026,21,42,420,113.4
1026,22,161,1610,112.7
1026,23,175,1225,122.5
1026,24,28,392,27.44
1027,1,70,280,81.2
1027,2,49,490,24.5
1027,3,175,875,175
1027,4,49,98,6.86
1027,5,28,392,94.08
1027,6,56,560,28
1027,7,70,140,42
1027,8,126,1008,151.2
1027,9,42,42,6.72
1027,10,84,84,25.2
1027,11,126,252,75.6
1027,12,154,1540,200.2
1027,13,77,1155,254.1
1027,14,70,280,28
1027,15,42,420,88.2
1027,16,70,1050,273
1027,17,7,49,4.41
1027,18,196,1176,58.8
1027,19,63,189,47.25
1027,20,140,1400,280
1027,21,77,539,86.24
1028,1,70,700,161
1028,2,21,315,78.75
1028,3,154,154,26.18
1028,4,147,294,20.58
1028,5,7,98,29.4
1028,6,63,567,153.09
1028,7,42,336,47.04
1028,8,126,252,17.64
1028,9,175,525,105
1028,10,77,385,42.35
1028,11,119,1071,289.17
1028,12,42,420,109.2
1028,13,140,1400,308
1028,14,7,70,12.6
1028,15,63,945,170.1
1028,16,63,504,40.32
1028,17,49,441,97.02
1028,18,112,336,77.28
1028,19,63,378,83.16
1028,20,63,63,3.15
1028,21,168,504,110.88
1028,22,49,49,6.37
1028,23,140,1540,385
1028,24,63,945,151.2
1029,1,70,1050,147
1029,2,35,350,105
1029,3,42,126,15.12
1029,4,133,1596,303.24
1029,5,42,504,45.36
1029,6,70,840,243.6
1029,7,175,175,38.5
1029,8,119,1071,128.52
1029,9,154,1078,280.28
1029,10,140,1400,126
1029,11,133,798,191.52
1029,12,63,504,115.92
1029,13,14,210,60.9
1029,14,49,735,124.95
1029,15,154,1540,431.2
1029,16,63,567,130.41
1029,17,70,630,176.4
1029,18,112,672,100.8
1029,19,70,140,16.8
1029,20,154,1540,338.8
1029,21,140,140,37.8
1029,22,147,1470,279.3
1029,23,147,147,41.16
1029,24,42,168,35.28
1030,1,63,630,163.8
1030,2,49,245,49
1030,3,63,189,51.03
1030,4,49,49,7.35
1030,5,42,294,82.32
1030,6,63,567,68.04
1030,7,154,1386,97.02
1030,8,133,1197,179.55
1030,9,42,336,100.8
1030,10,14,98,7.84
1030,11,56,448,26.88
1030,12,154,616,160.16
1030,13,147,147,11.76
1030,14,70,700,210
1030,15,63,630,88.2
1030,16,70,630,69.3
1030,17,14,14,2.1
1030,18,105,210,14.7
1030,19,70,210,27.3
1030,20,63,441,79.38
1030,21,70,490,63.7
1030,22,126,1008,60.48
1030,23,91,91,5.46
1030,24,49,490,83.3
1031,1,63,252,37.8
1031,2,70,1050,157.5
1031,3,154,1694,491.26
1031,4,112,560,39.2
1031,5,7,28,2.8
1031,6,56,672,201.6
1031,7,42,378,30.24
1031,8,56,280,16.8
1031,9,63,126,11.34
1031,10,147,294,44.1
1031,11,175,1050,294
1031,12,63,567,147.42
1031,13,161,1610,370.3
1031,14,14,84,17.64
1031,15,112,1680,168
1031,16,70,1050,199.5
1031,17,21,84,9.24
1031,18,182,546,54.6
1031,19,63,378,18.9
1031,20,112,224,35.84
1031,21,154,770,177.1
1031,22,168,336,40.32
1031,23,119,833,83.3
1031,24,21,63,9.45
1032,1,56,840,176.4
1032,2,28,56,7.28
1032,3,63,441,44.1
1032,4,98,392,113.68
1032,5,28,420,21
1032,6,70,560,156.8
1032,7,63,63,14.49
1032,8,175,1050,252
1032,9,154,308,89.32
1032,10,161,805,128.8
1032,11,84,756,211.68
1032,12,112,448,53.76
1032,13,112,1120,313.6
1032,14,21,315,31.5
1032,15,49,343,82.32
1032,16,63,441,74.97
1032,17,42,252,60.48
1032,18,203,1218,158.34
1032,19,56,560,145.6
1032,20,49,245,51.45
1032,21,119,1666,416.5
1032,22,112,1008,201.6
1032,23,77,1078,64.68
1032,24,49,735,117.6
1033,1,56,112,25.76
1033,2,42,336,100.8
1033,3,112,1008,181.44
1033,4,119,952,247.52
1033,5,63,945,226.8
1033,6,63,441,88.2
1033,7,154,924,203.28
1033,8,84,756,189
1033,9,63,756,204.12
1033,10,112,784,219.52
1033,11,105,420,113.4
1033,12,49,245,68.6
1033,13,14,28,8.4
1033,14,42,168,48.72
1033,15,49,392,98
1033,16,56,336,20.16
1033,17,28,112,30.24
1033,18,119,1190,190.4
1033,19,56,168,43.68
1033,20,49,245,31.85
1033,21,14,42,8.82
1033,22,84,420,117.6
1033,23,126,504,55.44
1033,24,70,840,184.8
1034,1,70,560,168
1034,2,14,98,18.62
1034,3,49,343,58.31
1034,4,56,56,14.56
1034,5,28,140,21
1034,6,63,315,31.5
1034,7,63,567,28.35
1034,8,105,735,58.8
1034,9,112,112,21.28
1034,10,14,70,7
1034,11,84,420,67.2
1034,12,49,147,32.34
1034,13,84,420,109.2
1034,14,28,224,33.6
1034,15,119,357,89.25
1034,16,56,224,13.44
1034,17,21,231,53.13
1034,18,210,630,138.6
1034,19,70,560,123.2
1034,20,119,595,119
1034,21,28,252,30.24
1034,22,70,350,35
1034,23,126,756,52.92
1034,24,35,140,14
1035,1,63,441,92.61
1035,2,35,35,9.1
1035,3,49,490,132.3
1035,4,42,252,20.16
1035,5,63,567,119.07
1035,6,70,350,45.5
1035,7,112,1120,56
1035,8,84,840,58.8
1035,9,49,245,36.75
1035,10,84,1260,226.8
1035,11,147,1323,211.68
1035,12,119,952,218.96
1035,13,175,875,87.5
1035,14,21,189,47.25
1035,15,28,84,4.2
1035,16,70,770,38.5
1035,17,14,112,21.28
1035,18,168,1344,336
1035,19,56,504,80.64
1035,20,28,196,49
1035,21,98,686,96.04
1035,22,56,280,22.4
1035,23,119,1190,83.3
1035,24,28,196,47.04
1036,1,63,189,43.47
1036,2,42,630,182.7
1036,3,119,357,53.55
1036,4,112,896,232.96
1036,5,42,210,27.3
1036,6,70,910,63.7
1036,7,49,392,66.64
1036,8,147,1911,458.64
1036,9,49,294,29.4
1036,10,175,875,157.5
1036,11,49,196,49
1036,12,28,140,18.2
1036,13,49,147,42.63
1036,14,14,112,31.36
1036,15,91,1365,81.9
1036,16,56,448,53.76
1036,17,42,84,19.32
1036,18,133,1197,347.13
1036,19,63,315,15.75
1036,20,91,728,87.36
1036,21,98,1470,205.8
1036,22,49,392,62.72
1036,23,133,1197,263.34
1036,24,70,280,39.2
1037,1,56,840,252
1037,2,70,350,77
1037,3,28,84,21.84
1037,4,154,1078,269.5
1037,5,42,462,41.58
1037,6,63,567,119.07
1037,7,49,637,82.81
1037,8,49,196,52.92
1037,9,119,952,133.28
1037,10,49,196,21.56
1037,11,84,84,18.48
1037,12,91,364,54.6
1037,13,133,931,269.99
1037,14,42,630,138.6
1037,15,63,189,47.25
1037,16,63,252,52.92
1037,17,63,567,51.03
1037,18,119,595,41.65
1037,19,56,560,168
1037,20,63,252,32.76
1037,21,98,980,264.6
1037,22,112,448,44.8
1037,23,56,672,80.64
1037,24,35,315,59.85
1038,1,63,189,32.13
1038,2,56,840,226.8
1038,3,91,364,36.4
1038,4,161,1610,257.6
1038,5,21,21,4.2
1038,6,56,392,117.6
1038,7,119,357,99.96
1038,8,84,756,83.16
1038,9,28,56,10.64
1038,10,133,1862,148.96
1038,11,112,560,33.6
1038,12,63,504,70.56
1038,13,42,336,77.28
1038,14,63,252,25.2
1038,15,28,420,96.6
1038,16,56,448,22.4
1038,17,42,420,113.4
1038,18,182,1820,418.6
1038,19,70,280,50.4
1038,20,28,56,8.4
1038,21,84,1260,75.6
1038,22,175,350,56
1038,23,175,875,96.25
1038,24,28,224,53.76
1039,1,63,945,198.45
1039,2,7,91,4.55
1039,3,63,504,40.32
1039,4,77,539,80.85
1039,5,21,189,30.24
1039,6,56,672,67.2
1039,7,28,140,39.2
1039,8,112,672,114.24
1039,9,91,546,76.44
1039,10,42,504,146.16
1039,11,56,280,64.4
1039,12,28,252,50.4
1039,13,56,224,42.56
1039,14,42,630,56.7
1039,15,77,1001,130.13
1039,16,70,700,196
1039,17,49,686,34.3
1039,18,196,784,47.04
1039,19,63,252,35.28
1039,20,77,1155,69.3
1039,21,154,1232,234.08
1039,22,35,525,94.5
1039,23,84,1008,50.4
1039,24,70,910,100.1
1040,1,56,728,43.68
1040,2,14,14,3.78
1040,3,28,280,78.4
1040,4,147,735,36.75
1040,5,63,441,114.66
1040,6,70,1050,231
1040,7,91,546,147.42
1040,8,56,392,23.52
1040,9,63,126,25.2
1040,10,56,112,15.68
1040,11,161,1449,202.86
1040,12,77,385,100.1
1040,13,28,56,16.24
1040,14,49,637,57.33
1040,15,63,63,18.27
1040,16,63,882,176.4
1040,17,28,420,75.6
1040,18,175,700,168
1040,19,70,420,50.4
1040,20,63,441,101.43
1040,21,161,1771,159.39
1040,22,168,1176,58.8
1040,23,105,735,58.8
1040,24,28,392,109.76
1041,1,56,56,10.64
1041,2,70,210,29.4
1041,3,77,693,117.81
1041,4,147,294,64.68
1041,5,49,490,132.3
1041,6,56,336,36.96
1041,7,63,567,119.07
1041,8,161,1449,101.43
1041,9,28,196,29.4
1041,10,28,112,11.2
1041,11,175,875,148.75
1041,12,63,693,90.09
1041,13,21,315,81.9
1041,14,28,28,1.4
1041,15,70,210,60.9
1041,16,70,1050,273
1041,17,35,350,56
1041,18,161,966,270.48
1041,19,70,490,78.4
1041,20,70,1050,315
1041,21,203,1624,389.76
1041,22,112,1680,487.2
1041,23,84,588,94.08
1041,24,7,105,26.25
1042,1,70,210,52.5
1042,2,35,105,24.15
1042,3,63,819,147.42
1042,4,126,504,25.2
1042,5,28,84,22.68
1042,6,63,504,120.96
1042,7,28,252,45.36
1042,8,175,1225,269.5
1042,9,77,770,123.2
1042,10,21,189,39.69
1042,11,42,462,115.5
1042,12,70,280,39.2
1042,13,203,1624,178.64
1042,14,35,105,25.2
1042,15,63,315,37.8
1042,16,70,700,70
1042,17,42,420,88.2
1042,18,147,1029,154.35
1042,19,56,224,35.84
1042,20,63,315,22.05
1042,21,203,812,170.52
1042,22,154,770,130.9
1042,23,147,441,61.74
1042,24,49,490,112.7
1043,1,56,392,19.6
1043,2,49,441,44.1
1043,3,70,630,182.7
1043,4,140,1960,588
1043,5,35,105,11.55
1043,6,56,672,60.48
1043,7,77,1155,57.75
1043,8,42,294,85.26
1043,9,63,441,92.61
1043,10,203,812,81.2
1043,11,161,644,167.44
1043,12,63,252,63
1043,13,84,840,226.8
1043,14,42,420,109.2
1043,15,91,728,65.52
1043,16,56,56,10.08
1043,17,14,14,1.54
1043,18,154,616,135.52
1043,19,56,504,75.6
1043,20,91,1365,368.55
1043,21,140,1400,140
1043,22,98,1470,308.7
1043,23,49,441,105.84
1043,24,49,98,6.86
1044,1,63,126,36.54
1044,2,21,42,6.72
1044,3,63,945,56.7
1044,4,161,2254,112.7
1044,5,70,280,39.2
1044,6,70,700,35
1044,7,63,126,21.42
1044,8,161,644,161
1044,9,70,350,38.5
1044,10,84,168,38.64
1044,11,42,168,50.4
1044,12,91,728,80.08
1044,13,91,273,35.49
1044,14,14,70,12.6
1044,15,28,56,16.8
1044,16,56,56,5.04
1044,17,42,294,67.62
1044,18,196,1764,317.52
1044,19,70,350,28
1044,20,28,84,5.04
1044,21,154,1540,323.4
1044,22,70,630,69.3
1044,23,84,1092,131.04
1044,24,14,210,31.5
1045,1,63,126,35.28
1045,2,70,490,39.2
1045,3,91,1365,382.2
1045,4,35,490,117.6
1045,5,35,280,61.6
1045,6,63,693,207.9
1045,7,70,70,11.9
1045,8,42,210,58.8
1045,9,63,126,10.08
1045,10,91,364,29.12
1045,11,140,1120,134.4
1045,12,28,112,28
1045,13,196,196,11.76
1045,14,42,84,4.2
1045,15,21,210,25.2
1045,16,70,70,11.9
1045,17,14,42,2.94
1045,18,210,1050,168
1045,19,63,504,131.04
1045,20,21,105,19.95
1045,21,133,1330,279.3
1045,22,56,280,25.2
1045,23,112,1008,231.84
1045,24,28,56,15.68
